cause_i,effect_j,lingam_b_ij,b_median_bootstrap,b_iqr_low,b_iqr_high,bootstrap_freq,is_stable_edge,has_path,n_int_cells,mw_pvalue_raw,mw_p_bh,wasserstein,verdict,mw_pvalue_raw_rev,mw_p_bh_rev
ENSG00000168028,ENSG00000174748,0.38186998468052163,0.17975138560161527,0.0,0.3681142194832836,0.65,False,True,179,2.348334056740795e-24,7.208839429994999e-24,0.2241740776178178,cyclic,4.393621901374186e-22,1.1988797746385375e-21
ENSG00000149273,ENSG00000138326,0.3534300288096313,0.16881242793316648,0.0,0.3479852648084015,0.62,False,True,221,2.717981269194193e-57,4.415674185029336e-56,0.4140594704516424,cyclic,4.3400052222938096e-76,2.182402626067744e-74
ENSG00000168028,ENSG00000188846,0.3186519517934703,0.2755307413450334,0.0,0.3279753690882378,0.73,False,True,179,1.675941676320699e-14,3.3018552429004815e-14,0.1508863067935327,cyclic,6.814301029467448e-49,6.424912399212164e-48
ENSG00000137818,ENSG00000105372,0.312002493153958,0.2217044898037263,0.1941878169758403,0.24669291542812455,0.81,True,True,94,0.15540247216123443,0.1712995935305465,0.04345300148754071,refuted,1.3661376786196893e-78,8.014674381235511e-77
ENSG00000149273,ENSG00000122406,0.30007941376511504,0.10748322098671463,0.0,0.15874009595866648,0.69,False,True,221,8.122697211284611e-51,8.327736170016066e-50,0.3079226116770899,cyclic,9.909696187304984e-16,2.0478745936974686e-15
ENSG00000145425,ENSG00000109475,0.2990753998767239,0.2861522058672611,0.2728235632468132,0.298878182582761,0.97,True,True,128,3.183019641030946e-24,9.686653432071122e-24,0.33690860839984205,cyclic,0.022949474360754483,0.027823932175610487
ENSG00000142541,ENSG00000142534,0.2975545536763278,0.29904879354580205,0.0,0.3186950044483782,0.74,False,True,126,0.10135659223884659,0.11398568839640255,0.06001254897358592,refuted,3.84647951930493e-65,9.231550846331832e-64
ENSG00000174748,ENSG00000188846,0.29224389631626785,0.22303285532497433,0.0,0.29544785457193745,0.68,False,True,134,1.0625549413114163e-15,2.1915195664547962e-15,0.2940321794406431,cyclic,2.8169468301806647e-18,6.369798399723302e-18
ENSG00000063177,ENSG00000083845,0.2628865990728343,0.22503618629858765,0.0,0.26054523655833073,0.72,False,True,246,1.3429044697746245e-05,1.8733251256037035e-05,0.07474887650225497,cyclic,4.6163324771653335e-19,1.0905698201088573e-18
ENSG00000174748,ENSG00000144713,0.26215898480342387,0.27162037350639134,0.0,0.31805196660660184,0.74,False,True,134,5.379401077955697e-13,9.743820820448054e-13,0.2434010364707708,cyclic,0.0008880752994749094,0.0011606528666404756
ENSG00000164587,ENSG00000186468,0.2481543473691653,0.2503479470374722,0.2320393533839849,0.26437947435312376,0.9,True,True,145,2.9211847326255126e-21,7.635571974387479e-21,0.21676040135489122,cyclic,3.409447772710817e-13,6.250654249969832e-13
ENSG00000149273,ENSG00000198034,0.24439296460293555,0.2281387970511134,0.0,0.2580745555403703,0.73,False,True,221,3.558472332991343e-46,2.783516136028784e-45,0.30149785708847765,cyclic,9.6840856993742e-68,2.763890405010582e-66
ENSG00000105372,ENSG00000063177,0.24270414880309754,0.1904009004683297,0.08636811335356384,0.210709690292313,0.75,False,True,337,3.329306116173407e-58,6.061633204619169e-57,0.257441345894334,cyclic,1.3921317349641866e-15,2.8600994399264223e-15
ENSG00000105372,ENSG00000233927,0.23424676149144913,0.0,0.0,0.1907954265006321,0.34,False,True,337,6.2194358517034444e-86,5.970658417635307e-84,0.4179399144690156,cyclic,3.0801134812013424e-39,1.7209522942585277e-38
ENSG00000137818,ENSG00000233927,0.2333998355060521,0.0,0.0,0.21610890585122006,0.42,False,True,94,0.9211385473555969,0.9264021961976289,0.029366903189685,refuted,2.5262902082696444e-42,1.6366640858483097e-41
ENSG00000137818,ENSG00000089157,0.22904515387273133,0.2313266191685556,0.21883152551247484,0.23812148911844133,1.0,True,True,94,4.323863624285283e-06,6.237704900608277e-06,0.12388320375844229,cyclic,3.638741538541691e-18,8.175555456808564e-18
ENSG00000188846,ENSG00000144713,0.21316694896364677,0.2102066242586221,0.0,0.2681981226947628,0.65,False,True,176,6.078725848330871e-13,1.0991668657255822e-12,0.1716781822531589,cyclic,0.04028493941956502,0.047425748079220356
ENSG00000149273,ENSG00000161970,0.2059483151625059,0.10581033654185132,0.0,0.20601125952015129,0.65,False,True,221,4.6367935345975434e-32,1.990428444119921e-31,0.28248552810654537,cyclic,6.6659502304762e-36,3.336134333356809e-35
ENSG00000105372,ENSG00000083845,0.2041930433358358,0.19195523801902004,0.1648297498567756,0.23045099613848147,0.96,True,True,337,1.97934997321009e-20,4.941355961489019e-20,0.15469919449028588,cyclic,9.451342398453185e-28,3.465492212766167e-27
ENSG00000233927,ENSG00000145592,0.20379508996803605,0.12809646572807412,0.0,0.1860446685101573,0.51,False,True,247,3.4586003770188184e-50,3.4455490548413884e-49,0.3192991581235709,cyclic,0.008212372689584711,0.010250904917495808
ENSG00000170889,ENSG00000142541,0.2023578112824145,0.0,0.0,0.17124357207364216,0.37,False,True,221,2.4792884462912474e-40,1.4626416755774063e-39,0.3691690922316108,cyclic,0.01799443719222591,0.02196597750128717
ENSG00000138326,ENSG00000161970,0.19586628251939375,0.16962147774264902,0.1393541834105078,0.214540362944463,0.89,True,True,194,2.265447850443888e-27,8.164890546309713e-27,0.2732463856809491,cyclic,2.8467547578838902e-22,7.869562890904158e-22
ENSG00000134419,ENSG00000109475,0.1951334256247827,0.1725422575700363,0.15387945735509978,0.1864762853913004,0.78,False,True,251,1.1501196746009175e-43,7.785425489606212e-43,0.3025077690639578,cyclic,0.0029868339141188678,0.003795543457652857
ENSG00000105372,ENSG00000142541,0.19141440316669436,0.19005404620163852,0.15992489769832952,0.21751283759809084,0.96,True,True,337,5.102187959757898e-93,6.734888106880425e-91,0.45310428249925094,confirmed,0.3859429344578317,0.409603757575347
ENSG00000149273,ENSG00000083845,0.1883074974638545,0.14982630597605162,0.0,0.1976215649790358,0.74,False,True,221,1.6121553372126373e-07,2.470879587948541e-07,0.10301637926303867,cyclic,8.909411790091154e-42,5.600201696628726e-41
ENSG00000149273,ENSG00000145592,0.18453111708469608,0.07969037380626381,0.0,0.1558609810714749,0.63,False,True,221,4.174547642216428e-57,6.679276227546285e-56,0.37918390663884144,cyclic,2.564562049806482e-09,4.2001245176932605e-09
ENSG00000168028,ENSG00000144713,0.17770786637520974,0.23110027480473305,0.1814493380029567,0.24762352908429516,0.93,True,True,179,5.570666428353843e-15,1.1183695339052581e-14,0.1625811227102194,cyclic,1.1871264071261343e-16,2.537662926974085e-16
ENSG00000137818,ENSG00000112306,0.17468632511624185,0.18315529851791235,0.17127314699362983,0.19955902157672784,1.0,True,True,94,0.062321449206300734,0.07169003307391457,0.07341574342438639,refuted,4.579863933216562e-73,1.7272629690988179e-71
ENSG00000089009,ENSG00000089157,0.16956578797682342,0.17315406937651795,0.16413638287075777,0.18143226974932197,1.0,True,True,218,9.100625441570992e-05,0.00012352519879561656,0.09369389403855136,cyclic,0.0034150428573025884,0.004324083042339968
ENSG00000231500,ENSG00000164587,0.16776380390117202,0.187553410757539,0.14153237081918338,0.22734221680240813,0.86,True,True,98,2.726143170362186e-19,6.498436090073293e-19,0.27900505820559984,cyclic,1.0193290600823259e-13,1.9290528448869822e-13
ENSG00000145592,ENSG00000161970,0.16361520465473325,0.09765802405752821,0.0,0.14389034160763756,0.62,False,True,306,9.93842844958529e-06,1.3937557028900486e-05,0.07317103343145795,confirmed,0.5741369943435143,0.5976006850078973
ENSG00000122406,ENSG00000161970,0.16259821205355848,0.0,0.0,0.0,0.2,False,True,160,0.6569629815277793,0.6761724254321003,0.0369488472201511,refuted,9.927924735802497e-09,1.581280319910624e-08
ENSG00000145592,ENSG00000109475,0.1598585166293982,0.15064061560032563,0.14053343769213716,0.1579393575277095,0.96,True,True,306,0.47913395720385443,0.5034482177186769,0.017931034526503825,refuted,5.773367338411089e-14,1.1064747566900381e-13
ENSG00000149273,ENSG00000063177,0.15814121369725834,0.09597160438936062,0.0,0.15503533067965097,0.71,False,True,221,2.4288808094725495e-34,1.129911072600446e-33,0.23045163512610906,cyclic,3.71585580470641e-35,1.8082689998939947e-34
ENSG00000149273,ENSG00000089009,0.15541476007247845,0.09895674783286976,0.0,0.12708789077575228,0.72,False,True,221,1.1502817915310909e-37,6.073487859284159e-37,0.27063700862982776,cyclic,9.552963476834719e-58,1.627085392183462e-56
ENSG00000231500,ENSG00000163682,0.15515785248395594,0.1577839706262833,0.12818212465739384,0.22585808001654972,0.77,False,True,98,7.240767735923877e-19,1.702951164618177e-18,0.25484703915716334,confirmed,0.8864826238597387,0.8932496667899658
ENSG00000233927,ENSG00000109475,0.15497755718459952,0.15284996109093116,0.14378383250361076,0.16432313190317135,0.99,True,True,247,1.4462097514437669e-46,1.1569678011550135e-45,0.3514901855210424,cyclic,5.371394426325401e-23,1.5371795431435297e-22
ENSG00000231500,ENSG00000142541,0.1523215561994089,0.1102129492766811,0.0,0.14633023831743774,0.69,False,True,98,3.237496506308068e-34,1.4929241531272139e-33,0.4637551887436031,confirmed,0.7895549653155274,0.8017019647819201
ENSG00000138326,ENSG00000122406,0.15006415172975124,0.060807071786013425,0.041859120338224254,0.08416126996520676,0.92,True,True,194,1.2081369896317845e-47,1.0543741000422847e-46,0.33395970954977505,cyclic,2.071702458955709e-10,3.500348474651566e-10
ENSG00000137818,ENSG00000145592,0.14923977942473485,0.09625330496283634,0.0,0.13100674454509745,0.57,False,True,94,0.2978889380961305,0.32066332174262363,0.041043362488530244,refuted,0.0004887814918168631,0.0006435826126665929
ENSG00000108298,ENSG00000089009,0.14811994698972375,0.11110118167368996,0.0855833417870216,0.1307786874843427,0.82,True,True,190,0.21418591871784765,0.23245665998565992,0.038573108533706796,refuted,2.8129177175608863e-21,7.370821612268725e-21
ENSG00000149273,ENSG00000105372,0.14290594198602996,0.0,0.0,0.05650284845524796,0.49,False,True,221,6.597261124632024e-54,8.495985058062705e-53,0.3189318392990732,cyclic,1.1191034850796693e-131,1.181773280244131e-128
ENSG00000105372,ENSG00000161970,0.14254541534534917,0.0,0.0,0.058901131917440924,0.41,False,True,337,7.8118965519625745e-56,1.1784803941246399e-54,0.29648697175568783,cyclic,9.623999993745588e-06,1.3532548593069694e-05
ENSG00000149273,ENSG00000137818,0.14242972759434294,0.047816946585840514,0.0,0.10706956180541399,0.59,False,True,221,1.415190636841786e-51,1.5567097005259644e-50,0.29901839140161857,cyclic,0.00024087296573463253,0.00032075895563149053
ENSG00000138326,ENSG00000137818,0.1379030972045246,0.06672956833160727,0.04681481282554075,0.10142941753070203,0.82,True,True,194,2.375624685906827e-60,4.733320128901149e-59,0.3507804660602877,confirmed,0.8819485992780571,0.889529819329158
ENSG00000231500,ENSG00000142534,0.13710944012378248,0.12632356824007623,0.0,0.14496800062150145,0.64,False,True,98,9.970751561312533e-25,3.096798131984128e-24,0.4028792433187548,cyclic,7.949960426577016e-18,1.7526426326649954e-17
ENSG00000122406,ENSG00000174748,0.13706904980424475,0.08877092132889454,0.0,0.133260814642425,0.69,False,True,160,8.805944402511488e-06,1.2448563974634715e-05,0.10453679308471214,cyclic,4.846567437625925e-12,8.55848698015548e-12
ENSG00000145592,ENSG00000134419,0.1369691427385331,0.11897040759575495,0.08722204448347994,0.14877896041966018,0.8,True,True,306,8.928362449112154e-06,1.2587918219308993e-05,0.06442902488959354,cyclic,3.039159909016143e-59,5.835187025310995e-58
ENSG00000122406,ENSG00000089009,0.13686700691899778,0.07902434748675691,0.0,0.09896342556603353,0.61,False,True,160,0.057853003693245544,0.066841107111671,0.04872624788580965,refuted,2.212426563107681e-29,8.621116054028454e-29
ENSG00000105372,ENSG00000170889,0.13639641869951555,0.0943520879070264,0.08157100482640978,0.12589183049453442,0.92,True,True,337,2.701969793831171e-123,1.4266400511428583e-120,0.5126915747131222,cyclic,1.739186130903371e-40,1.0376161323355705e-39
ENSG00000231500,ENSG00000198755,0.13418060014996813,0.14157249037039135,0.12839459196054812,0.15652918906080207,0.94,True,True,98,7.108383889204405e-09,1.1373414222727049e-08,0.174295379117358,cyclic,5.519148582119826e-09,8.870960278110405e-09
ENSG00000149273,ENSG00000142541,0.13406563829396662,0.13284790302839117,0.09458544442256567,0.1676992101940398,0.79,False,True,221,6.701952305645338e-55,9.829530048279829e-54,0.397549741959417,cyclic,0.025159738699441644,0.03032950118972552
ENSG00000122406,ENSG00000063177,0.13302990039943835,0.0,0.0,0.08291304228829015,0.43,False,True,160,0.041035007015780584,0.04814774156518255,0.05446203027143125,cyclic,9.62218812290647e-19,2.253000145851271e-18
ENSG00000145592,ENSG00000231500,0.13249909264997686,0.12576239215091717,0.0,0.1425752789799522,0.6,False,True,306,3.628775101592391e-13,6.641224449361465e-13,0.09991558842074345,cyclic,4.252290711895631e-31,1.767881492819601e-30
ENSG00000063177,ENSG00000142541,0.13191805228297918,0.13030476838647786,0.09580001391061779,0.15127312802933074,0.86,True,True,246,1.3824504460781653e-19,3.356017634617339e-19,0.22689619530340308,confirmed,0.05109204003823118,0.0594853299673342
ENSG00000149273,ENSG00000233927,0.13165486827104944,0.06948665686798736,0.0,0.12146269485847129,0.62,False,True,221,4.151940324758662e-52,4.66430742866505e-51,0.40289947147347915,cyclic,1.5969810270750928e-75,7.665508929960445e-74
ENSG00000105372,ENSG00000122406,0.13010335003732998,0.0,0.0,0.0,0.24,False,True,337,4.632803472890266e-83,3.4944574766943723e-81,0.3396369532409613,cyclic,0.015629685114233932,0.019169509269025588
ENSG00000105372,ENSG00000142534,0.12793608270024576,0.13428286834651043,0.11798772114215839,0.19030752661993,0.96,True,True,337,3.8351057135427586e-91,4.4998573705568366e-89,0.4567410195654831,cyclic,1.829055372622802e-49,1.7884096976756288e-48
ENSG00000186468,ENSG00000112306,0.12744855023315627,0.1339444622753136,0.12211637570042327,0.14540713011437803,0.87,True,True,91,5.4485854983758425e-14,1.0461284156881618e-13,0.25369269306936376,cyclic,9.424523709599092e-73,3.3174323457788804e-71
ENSG00000138326,ENSG00000105372,0.12725805037097127,0.055909361712879246,0.034780454183757,0.08782365778126272,0.83,True,True,194,3.858981645433887e-52,4.381811416750737e-51,0.3362651984325655,cyclic,2.482126301019122e-94,4.368542289793655e-92
ENSG00000138326,ENSG00000145592,0.12377469924034294,0.058125652628514796,0.0,0.10435678524932901,0.7,False,True,194,5.098322343836307e-63,1.145495403210881e-61,0.4157157904938481,cyclic,0.007994558973294876,0.010002670942890271
ENSG00000198034,ENSG00000145425,0.12217016619524317,0.10519247251956193,0.08867949186800128,0.12254625176212602,0.87,True,True,144,1.502025695989192e-36,7.699704538663042e-36,0.33321373251009545,cyclic,2.234142369700626e-21,5.883427287790177e-21
ENSG00000108298,ENSG00000198034,0.12112493218611271,0.11325320656663207,0.06755449376372306,0.13897987323412236,0.76,False,True,190,2.2340328698240166e-15,4.545546648428057e-15,0.18817686887277935,cyclic,9.38519405269042e-39,5.161856728979731e-38
ENSG00000149273,ENSG00000108298,0.11993583630521569,0.08643331374762521,0.0,0.11917743161235465,0.65,False,True,221,1.1153042237431984e-46,8.990543971548225e-46,0.2556481183588044,cyclic,2.4774042579644653e-43,1.666330507267819e-42
ENSG00000145592,ENSG00000122406,0.11895403576555755,0.03926452952553511,0.015483294815796564,0.053937135473759605,0.75,False,True,306,0.5071587729522082,0.5318368065913922,0.021632659302126035,refuted,0.23302210779908206,0.25238086752392885
ENSG00000105372,ENSG00000145592,0.11753137109999542,0.0,0.0,0.041561690105528765,0.32,False,True,337,1.5644662884610347e-97,3.304152801229705e-95,0.3884269927774747,confirmed,0.24952753017739915,0.2699806064214483
ENSG00000231500,ENSG00000265681,0.11712177478451015,0.12884265365338957,0.08641812713423307,0.15395630465368532,0.79,False,True,98,2.832521989085109e-25,9.06407036507235e-25,0.3442334693748224,confirmed,0.7480501095911544,0.7610220768094981
ENSG00000149273,ENSG00000168028,0.11575621402360411,0.05555836745233605,0.0,0.10020438049850391,0.71,False,True,221,4.7234858118306375e-39,2.6115188572215463e-38,0.2572369764417091,cyclic,5.826735781392051e-42,3.729110900090913e-41
ENSG00000063177,ENSG00000198034,0.11568856048848887,0.08924972181281873,0.0,0.11465333424407084,0.54,False,True,246,2.862439123992508e-16,6.045471429872177e-16,0.16181075535913603,cyclic,1.3711624608764177e-23,4.0672684232738686e-23
ENSG00000063177,ENSG00000142534,0.11457861095464392,0.11362823485772963,0.09625761190071558,0.138152897472461,0.78,False,True,246,3.035971463339657e-12,5.3882115382969374e-12,0.17500368135183406,cyclic,5.665723118342098e-25,1.7806558371932306e-24
ENSG00000161970,ENSG00000063177,0.1134058935659476,0.07339208842811204,0.0,0.09638720270178162,0.69,False,True,167,0.05433926142660902,0.06305742864450453,0.045360644244781895,refuted,0.0026393032597076998,0.0033783081724258557
ENSG00000149273,ENSG00000265681,0.11339959143552623,0.1205493839853306,0.0,0.14426060276974306,0.68,False,True,221,1.3861060254289105e-52,1.6263644031699216e-51,0.3781869954920255,cyclic,6.929988291725753e-35,3.3113428217476905e-34
ENSG00000149273,ENSG00000109475,0.1129453141201872,0.09521784003968602,0.08046457768980035,0.11089207791397257,0.94,True,True,221,1.4212131007294231e-53,1.7866678980598462e-52,0.36947996338278966,cyclic,8.716966371678127e-47,7.135749215885351e-46
ENSG00000138326,ENSG00000233927,0.11196346164772596,0.09769576325979282,0.07230013771734772,0.12405495494015123,0.82,True,True,194,1.9404530336774162e-54,2.627074876363271e-53,0.45862317827284277,cyclic,1.305659232664806e-53,1.661176083968717e-52
ENSG00000137818,ENSG00000168028,0.1112164269757734,0.08037799649719854,0.06017047063049388,0.10676989581195985,0.92,True,True,94,1.0557398226622313e-07,1.6275346755201698e-07,0.1314698696989937,cyclic,6.762058579207492e-22,1.812368999909419e-21
ENSG00000138326,ENSG00000089009,0.11083977640125944,0.08423061719102307,0.07057661780747476,0.10332217680733942,0.96,True,True,194,2.426559869915542e-34,1.129911072600446e-33,0.28121504709088013,cyclic,9.792195260577463e-41,5.942849537453909e-40
ENSG00000149273,ENSG00000167526,0.11049899584433213,0.08662436429707261,0.07391835172285462,0.10032351685708513,0.98,True,True,221,3.6624337949251865e-58,6.445883479068328e-57,0.3617645248814395,cyclic,3.447708592221466e-33,1.5233390265212838e-32
ENSG00000233927,ENSG00000134419,0.11007460662602117,0.10264768463351553,0.0766928398492519,0.12084733767007469,0.78,False,True,247,2.773993234805448e-46,2.1860722805630996e-45,0.2701255708886451,cyclic,3.989714882090898e-53,4.8989987389395215e-52
ENSG00000170889,ENSG00000198755,0.10810237435099154,0.10638679653015712,0.09147124303304671,0.11797179734220073,0.84,True,True,221,9.237101225265785e-15,1.8369828425387324e-14,0.1669582785300886,cyclic,6.452616179473205e-22,1.7382557871233937e-21
ENSG00000144713,ENSG00000142541,-0.10691936207015511,0.0,-0.11118945407366784,0.0,0.46,False,True,166,0.00019418483045364118,0.0002598975677554437,0.11298221097309179,confirmed,0.5087168116436964,0.5329414217219677
ENSG00000122406,ENSG00000108298,0.10688248898721107,0.0,0.0,0.07783959084250959,0.33,False,True,160,0.00014396829456221586,0.0001939164783899234,0.0771725216595371,cyclic,9.106046602790513e-16,1.8891915938205854e-15
ENSG00000137818,ENSG00000108298,0.10629198319912171,0.09154183029380897,0.07565266742837987,0.10353143232681662,0.91,True,True,94,0.0005480996137353781,0.0007207885331314561,0.07686066614454366,cyclic,6.747701527552568e-09,1.0812705330949184e-08
ENSG00000122406,ENSG00000265681,0.10521926904518195,0.09556241555485649,0.0,0.11638812176158417,0.58,False,True,160,2.1329086123362235e-07,3.259553537810495e-07,0.1502213933369116,cyclic,1.2899414721483006e-18,2.9806962682464014e-18
ENSG00000105372,ENSG00000122026,0.10514579084607106,0.07718690730141883,0.0,0.1116154860751126,0.71,False,True,337,3.6962295244892924e-32,1.5931503583104869e-31,0.1942435453424106,cyclic,9.411205554356619e-08,1.4550853682870556e-07
ENSG00000167526,ENSG00000198755,0.10475224612668288,0.11070442550324838,0.09648523748431527,0.11971219973534139,0.9,True,True,270,7.436540638015288e-07,1.1014006891646766e-06,0.08917288525632266,confirmed,0.11289892746887024,0.12629371547365145
ENSG00000105372,ENSG00000231500,0.1043655075629747,0.08270397628403958,0.0,0.1061449679028576,0.69,False,True,337,4.1002245973242514e-39,2.2788616709338998e-38,0.18461554834690674,cyclic,2.985988751488242e-24,9.139722091511835e-24
ENSG00000108298,ENSG00000186468,0.10379053698094078,0.1075850272076573,0.09350110033050331,0.12226166792271088,0.91,True,True,190,1.33348239687767e-06,1.958494313077635e-06,0.13108168006030593,cyclic,4.1099352187121766e-16,8.594240774178335e-16
ENSG00000167526,ENSG00000142541,0.1036399671459375,0.06993118847122878,0.0,0.09422457134042003,0.54,False,True,270,6.63761578247729e-15,1.327523156495458e-14,0.1866429302189014,confirmed,0.40730895804759104,0.4318456422673254
ENSG00000149273,ENSG00000134419,0.102635752884004,0.06375752004719978,0.0,0.13297107484449974,0.73,False,True,221,1.1417839009904445e-57,1.8856605641902268e-56,0.3310804631656896,cyclic,5.0619601643466684e-73,1.843251701224166e-71
ENSG00000145425,ENSG00000163682,0.10193437995289459,0.0,0.0,0.10603902857414975,0.35,False,True,128,8.811632021349167e-12,1.5380303164536728e-11,0.1627858488933846,cyclic,0.0003198521406555932,0.00042220482566538304
ENSG00000170889,ENSG00000265681,0.10179813357616817,0.0,0.0,0.08759362976247441,0.31,False,True,221,1.258324819528522e-42,8.253360306969684e-42,0.34947803747852035,cyclic,6.159582496947965e-49,5.859927132231577e-48
ENSG00000122406,ENSG00000145425,0.10148458160035619,0.0744630382634677,0.0,0.08633270643434882,0.73,False,True,160,0.3034931196484798,0.32636327326761166,0.033299173618894735,refuted,3.524380822536727e-18,7.935492854155189e-18
ENSG00000174748,ENSG00000142534,0.10145771699893182,0.0,0.0,0.09651359020767111,0.42,False,True,134,2.6561399978816376e-06,3.858162087707028e-06,0.17877733042890137,cyclic,7.246543173198131e-48,6.540469735809594e-47
ENSG00000122406,ENSG00000198034,0.10116539156302273,0.0,0.0,0.08476142273298753,0.47,False,True,160,0.0025649583659249527,0.0032871311097290652,0.063898807441221,cyclic,1.9447720879049923e-36,9.921156158587786e-36
ENSG00000083845,ENSG00000170889,0.10048833036416684,0.08027136174605101,0.06923277927434404,0.09867875992957036,0.81,True,True,115,1.2071154027382753e-38,6.570690027276385e-38,0.4807524821021135,cyclic,2.6793395400192245e-09,4.373079682009739e-09
ENSG00000149273,ENSG00000145425,0.1002885231880193,0.08615303253385485,0.07263317893687699,0.10126510183700077,0.91,True,True,221,6.632900369969256e-51,6.867002735968171e-50,0.29619963036728697,cyclic,7.699264938675759e-34,3.4894522640521894e-33
ENSG00000137818,ENSG00000122026,0.09923415615422457,0.09455361750326025,0.058275429392552654,0.11657206242190718,0.84,True,True,94,0.010246865222471502,0.012690858771452856,0.07020986337157448,cyclic,1.9525918094754193e-06,2.8519183275325625e-06
ENSG00000122406,ENSG00000170889,0.0983789713250697,0.0720351183867936,0.0,0.08945848286632867,0.72,False,True,160,1.5762774630059739e-24,4.8671023419131826e-24,0.33189282002824516,cyclic,1.3872229151414455e-29,5.466072382049874e-29
ENSG00000161970,ENSG00000198034,0.09820168085121535,0.08780209632332023,0.0664408135513049,0.10744972344816704,0.87,True,True,167,7.132008311420134e-10,1.1879181036056246e-09,0.1198207167746658,cyclic,3.4468781619829744e-25,1.0930640657819883e-24
ENSG00000138326,ENSG00000145425,0.09778343980997412,0.08980328103980512,0.07939175067601797,0.10108237975619844,0.93,True,True,194,7.60727518501198e-45,5.540194893360449e-44,0.3043267362383799,cyclic,1.444060298559147e-26,4.9671911246855346e-26
ENSG00000089157,ENSG00000112306,0.09736756735619927,0.09459875380983129,0.0763605644721472,0.10327700192053553,0.78,False,True,147,0.9505493840683021,0.9532575019716306,0.04888649945697172,refuted,1.6115871848938308e-07,2.470879587948541e-07
ENSG00000233927,ENSG00000142541,-0.09731251036917887,-0.09612827669287613,-0.10544500747092421,-0.08698758294504642,0.94,True,True,247,9.954887540314855e-55,1.3832054266542745e-53,0.3896324799613501,confirmed,0.13253082594953197,0.14716356698496924
ENSG00000164587,ENSG00000089157,0.0968585366169864,0.09886642597826634,0.08452382675092932,0.10808898444428447,0.92,True,True,145,0.009078373391336532,0.01129262332672134,0.05955533374551961,confirmed,0.15832638946634714,0.17415902841298184
ENSG00000122406,ENSG00000083845,0.09627395098394191,0.0,0.0,0.05780940129762221,0.41,False,True,160,0.161396507303169,0.17735141697413787,0.0432991678888904,refuted,3.0226448322760766e-22,8.31227328875921e-22
ENSG00000164587,ENSG00000142541,0.09607426575592798,0.05379355105066657,0.0,0.07193660542551822,0.68,False,True,145,3.433927536449281e-34,1.5766206428219308e-33,0.38211574083156297,confirmed,0.38551134189273306,0.4095573209645132
ENSG00000105372,ENSG00000112306,0.09595055559265092,0.10108144001636288,0.09242044359311559,0.11258589020138032,1.0,True,True,337,1.1428245843577133e-57,1.8856605641902268e-56,0.2720746750703247,cyclic,2.812554246028757e-73,1.1423297245409105e-71
ENSG00000161970,ENSG00000231500,0.09525001486889187,0.07578373681554887,0.0,0.09906720007279049,0.56,False,True,167,1.0941531305514467e-06,1.6114723931134277e-06,0.10317420039299603,cyclic,8.488172399629744e-16,1.7644704830726396e-15
ENSG00000138326,ENSG00000198034,0.09467463963405623,0.09224364376645497,0.07441801973814921,0.10337290904698344,0.94,True,True,194,7.421293299367565e-55,1.0735459896071437e-53,0.3804479266102699,cyclic,7.905577415942171e-46,6.093642154186083e-45
ENSG00000108298,ENSG00000122026,0.09467126006273213,0.0,0.0,0.0749191117825115,0.45,False,True,190,0.09674900350970798,0.1091527219083885,0.042342599988269065,refuted,6.6652146649288815e-09,1.0696757881709573e-08
ENSG00000149273,ENSG00000170889,0.09417211953658913,0.048475647477799824,0.0,0.07477600771862794,0.7,False,True,221,3.2950699849587856e-70,1.0544223951868114e-68,0.4711383312278351,cyclic,3.6048586204193524e-58,6.445883479068328e-57
ENSG00000167526,ENSG00000231500,0.0940308766553921,0.0,0.0,0.07885068136565707,0.32,False,True,270,0.06681181381790328,0.0766883428170716,0.03382793175486105,refuted,1.6767473412830255e-26,5.693392901591237e-26
ENSG00000083845,ENSG00000142541,0.09330062247511323,0.0996344296197626,0.08194784351526482,0.11709236252620477,0.91,True,True,115,1.3164991431295047e-29,5.20682807170321e-29,0.39763327622925215,confirmed,0.1709414370745208,0.18686765791997306
ENSG00000134419,ENSG00000145425,0.09242594752431994,0.07518503933418044,0.04976717237180853,0.08649305456426015,0.79,False,True,251,7.331399442365035e-35,3.48736838339526e-34,0.22592125806127364,cyclic,3.437440066013026e-17,7.484405587030423e-17
ENSG00000138326,ENSG00000231500,0.09135759586086391,0.09247747871526585,0.0,0.115466799191022,0.7,False,True,194,6.1916711423632495e-18,1.3759041058271002e-17,0.15941643570900874,cyclic,3.4642669911631533e-28,1.2836020851467684e-27
ENSG00000108298,ENSG00000164587,0.0911891717149052,0.0,0.0,0.08419477146907042,0.46,False,True,190,1.665646412332057e-11,2.8929648214188355e-11,0.1405576998791917,cyclic,1.6747416907612176e-22,4.678643453555148e-22
ENSG00000138326,ENSG00000174748,0.09103282857776099,0.08134465695889335,0.055383724927313735,0.09899369778631781,0.94,True,True,194,1.3805081772645488e-47,1.1949316681896421e-46,0.3359020988149769,cyclic,4.347108652510755e-14,8.392224382177983e-14
ENSG00000122406,ENSG00000122026,0.08967842298466727,0.0,0.0,0.07916870214808049,0.42,False,True,160,0.03226194535186648,0.038495609369006784,0.04651513588884261,cyclic,6.302598056773309e-08,9.773191700370946e-08
